beer
beer
beer
beer
gin
gin
rum
rum
rum
rum
tequila
vodka
vodka
whisky
whisky
whisky
whisky
wine
wine
wine
wine
brandy
champagne
champagne
champagne
champagne
cider
cocktail
cocktail
whisky
absinthe
