cold beverages,juice,juices,shake,shakes,milkshake,milkshakes,frappuccino,frappe,slurpee,slush,smoothie,smoothies,smoothy,lemonade,lemonades,cola,colas,pepsi,7up,sprite,sprites,coke,limca,vitamin,vitamins,mirinda,mocktail,mocktails,soda,sodas,lassi,squeeze,squash,blend,mocktails,sodas,fanta,fantas,twister,softdrinks,softdrink,soft-drink,soft-drinks
hot beverages,tea,coffee,cappuccino,mocha,espresso,latte,hot chocolate,atole,bajigur,bandrek,cocido,chai,decaf,macchiato,melange,yuanyang,wedang
